Fs=100
t,x
11.62,506
11.63,512
11.64,509
11.65,509
11.66,510
11.67,506
11.68,514
11.69,506
11.7,509
11.71,510
11.72,509
11.73,511
11.74,510
11.75,509
11.76,511
11.77,508
11.78,514
11.79,508
11.8,508
11.81,510
11.82,505
11.83,512
11.84,508
11.85,510
11.86,510
11.87,506
11.88,513
11.89,507
11.9,508
11.91,512
11.92,509
11.93,512
11.94,510
11.95,507
11.96,511
11.97,510
11.98,515
11.99,506
12,510
12.01,511
12.02,504
12.03,512
12.04,511
12.05,509
12.06,511
12.07,508
12.08,514
12.09,510
12.1,508
12.11,512
12.12,506
12.13,514
12.14,510
12.15,510
12.16,511
12.17,506
12.18,513
12.19,508
12.2,512
12.21,510
12.22,507
12.23,514
12.24,507
12.25,511
12.26,512
12.27,508
12.28,516
12.29,507
12.3,509
12.31,511
12.32,509
12.33,513
12.34,508
12.35,508
12.36,508
12.37,508
12.38,513
12.39,506
12.4,509
12.41,511
12.42,507
12.43,513
12.44,506
12.45,511
12.46,509
12.47,509
12.48,514
12.49,508
12.5,511
12.51,511
12.52,508
12.53,511
12.54,510
12.55,510
12.56,511
12.57,508
12.58,512
12.59,508
12.6,507
12.61,513
12.62,506
12.63,514
12.64,508
12.65,510
12.66,511
12.67,508
12.68,512
12.69,509
12.7,507
12.71,513
12.72,509
12.73,515
12.74,507
12.75,504
12.76,511
12.77,508
12.78,514
12.79,509
12.8,509
12.81,510
12.82,505
12.83,513
12.84,507
12.85,511
12.86,510
12.87,505
12.88,513
12.89,505
12.9,509
12.91,512
12.92,507
12.93,515
12.94,508
12.95,508
12.96,512
12.97,507
12.98,511
12.99,506
13,510
13.01,509
13.02,505
13.03,515
13.04,508
13.05,509
13.06,509
13.07,504
13.08,512
13.09,509
13.1,509
13.11,511
13.12,508
13.13,514
13.14,509
13.15,510
13.16,513
13.17,506
13.18,514
13.19,510
13.2,509
13.21,510
13.22,506
13.23,513
13.24,507
13.25,507
13.26,508
13.27,506
13.28,513
13.29,508
13.3,508
13.31,510
13.32,504
13.33,515
13.34,510
13.35,510
13.36,511
13.37,506
13.38,514
13.39,508
13.4,507
13.41,515
13.42,507
13.43,512
13.44,509
13.45,510
13.46,511
13.47,504
13.48,513
13.49,511
13.5,509
13.51,509
13.52,507
13.53,515
13.54,509
13.55,508
13.56,511
13.57,507
13.58,513
13.59,508
13.6,509
