Fs=250
t,x
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7
22.792,8302.488423,-7246.703773,-176065.5628,-176112.792,9387.486802,93172.82208,23623.93869,34082.25287
22.796,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162539.2705,-150852.4821
22.8,6410.167385,-6455.273206,-177159.0995,-177144.5933,10434.17429,94114.43402,23669.40214,33679.74266
22.804,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162613.7912,-150902.1477
22.808,8253.76162,-7231.951622,-176242.4545,-176255.7314,9340.279918,93137.55103,23565.0195,33983.18994
22.812,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162538.5106,-150855.7008
22.816,6410.815586,-6593.362283,-177034.6897,-177026.6655,10343.2921,94008.68791,23574.16136,33617.73892
22.82,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162618.5522,-150909.4791
22.824,8140.572386,-7160.806019,-176436.5123,-176431.6173,9360.351784,93162.2497,23526.55214,33879.18727
22.828,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162544.4338,-150863.5015
22.832,6464.973863,-6794.662093,-176871.522,-176891.1915,10156.87855,93826.5212,23449.28216,33564.07238
22.836,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162617.6357,-150910.6414
22.84,7959.031517,-7117.913022,-176632.6265,-176601.2671,9349.198264,93156.92999,23444.633,33744.36155
22.844,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162548.6806,-150869.0001
22.848,6560.125239,-7033.848111,-176681.331,-176722.0335,9936.490349,93585.97172,23289.62365,33484.76839
22.852,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162613.0536,-150910.4178
22.856,7754.535407,-6988.742291,-176802.8574,-176753.7059,9452.955062,93252.99779,23416.69332,33639.62127
22.86,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162554.6932,-150875.8397
22.864,6852.486056,-7029.534224,-176432.3996,-176490.0224,9917.469015,93585.85996,23365.21725,33609.7817
22.868,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162606.1916,-150910.1273
22.872,7687.726043,-6679.796479,-176949.239,-176880.865,9761.319728,93561.00482,23590.58989,33728.33535
22.876,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162564.5503,-150888.9155
22.88,7246.480256,-7014.133872,-176210.7821,-176280.5642,9915.166785,93599.94156,23486.49782,33788.43919
22.884,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162597.2062,-150909.8367
22.888,7593.334626,-6414.905955,-177084.6012,-177066.5633,10039.57659,93833.74081,23733.32813,33797.02226
22.892,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162574.9439,-150899.7114
22.896,7638.015764,-6989.88223,-176056.2421,-176143.9504,9893.418538,93601.19326,23590.0311,33955.8314
22.9,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162589.4502,-150907.5121
22.904,7491.500079,-6211.192156,-177205.4794,-177197.0528,10242.30692,94035.53236,23824.00916,33861.10471
22.908,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162583.6611,-150906.9533
22.912,8019.694152,-6986.417709,-175924.3221,-176022.0663,9803.899801,93544.21866,23650.00083,34088.77958
22.916,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162576.8662,-150902.0583
22.92,7366.285606,-6023.504558,-177289.9467,-177271.2159,10464.50561,94245.32583,23902.06145,33893.6265
22.924,8365.632101,-6936.662726,-175877.7634,-175968.1762,9789.773499,93541.08942,23732.99286,34202.37114
22.928,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162571.4347,-150901.0972
22.932,7264.942797,-5912.461092,-177342.0709,-177295.2217,10611.51303,94392.62383,23948.866,33921.2309
22.936,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162607.9127,-150928.6569
22.94,8637.675183,-6933.846406,-175861.6478,-175916.9907,9682.172201,93484.58421,23751.27658,34255.92592
22.944,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162563.321,-150899.7337
22.948,7162.34829,-5831.167797,-177325.5083,-177299.8485,10724.92578,94501.07449,23962.61233,33912.75959
22.952,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162617.5016,-150938.4246
22.956,8842.663031,-6847.501617,-175920.9917,-175982.7049,9658.255834,93500.25278,23804.20551,34286.45841
22.96,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162557.3531,-150899.6667
22.964,7123.769179,-5866.192981,-177262.6552,-177263.3704,10739.99086,94504.02492,23943.61334,33901.20374
22.968,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162621.5696,-150943.1408
22.972,8965.619977,-6787.174259,-176012.5668,-176065.9204,9650.410372,93503.65025,23813.39208,34260.061
22.976,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162551.0946,-150898.9514
22.98,7116.750731,-5898.781824,-177167.5708,-177176.668,10740.95198,94510.95396,23922.96033,33877.33208
22.984,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162627.627,-150951.858
22.988,9010.949315,-6689.497136,-176173.6782,-176190.5985,9658.948738,93542.02819,23839.54362,34226.62279
22.992,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162551.8769,-150904.4946
22.996,7175.111136,-6013.53568,-177031.1805,-177051.2524,10645.6665,94421.65875,23864.86815,33864.97156
23,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162626.42,-150953.7579
23.004,8983.479021,-6598.771405,-176350.324,-176335.7283,9679.892323,93610.29042,23837.19669,34161.51216
23.008,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162550.1111,-150906.5957
23.012,7275.202248,-6196.440005,-176856.4122,-176889.6493,10522.32957,94318.81837,23797.87997,33842.21749
23.016,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162622.8213,-150953.8249
23.02,8851.11199,-6539.405172,-176546.2594,-176519.0797,9768.695804,93711.70029,23831.94403,34055.67665
23.024,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162556.9731,-150915.447
23.028,7412.263145,-6311.015047,-176725.0957,-176754.9129,10474.38508,94295.23728,23800.36101,33816.1777
23.032,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162624.2966,-150960.5528
23.036,8719.415512,-6437.77179,-176755.8517,-176682.5156,9818.048455,93817.08876,23859.28021,33959.78766
23.04,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162562.4493,-150922.2866
23.044,7619.64263,-6511.689009,-176510.4743,-176561.928,10269.01725,94132.71774,23728.03077,33762.86879
23.048,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162614.6853,-150956.8424
23.052,8493.23821,-6327.041248,-176945.0592,-176853.35,9921.805253,93932.9155,23835.07327,33828.98525
23.056,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162570.0489,-150930.8473
23.06,7828.050295,-6668.911179,-176332.8673,-176389.1043,10071.38313,93965.45964,23644.52465,33755.00098
23.064,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162603.9565,-150953.2214
23.068,8232.438056,-6241.791694,-177103.466,-177026.9337,9989.642798,94016.73454,23767.45925,33729.94467
23.072,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162580.3754,-150942.3361
23.076,8054.920501,-6794.550335,-176212.5255,-176269.3436,9912.506928,93840.02165,23594.38969,33779.20792
23.08,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162595.8651,-150953.3779
23.084,7963.010128,-6212.287392,-177249.7135,-177182.323,10051.24421,94092.4399,23711.64694,33650.75244
23.088,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162588.869,-150949.2652
23.092,8269.676062,-6947.011584,-176094.2401,-176154.478,9721.600678,93677.25625,23529.54728,33770.73661
23.096,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162588.6679,-150952.4168
23.1,7693.984532,-6155.938644,-177362.9027,-177280.0225,10178.85031,94204.37744,23698.39236,33575.9188
23.104,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162602.593,-150961.3128
23.108,8485.280989,-7091.850888,-176019.2947,-176064.7358,9556.376583,93522.62688,23463.47552,33748.45192
23.112,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162579.4143,-150947.9464
23.116,7466.287311,-6123.327449,-177437.5129,-177334.7172,10288.66443,94295.52785,23658.18157,33444.35643
23.12,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162615.6911,-150971.1922
23.124,8692.705177,-7159.107287,-176014.1091,-175996.0489,9428.837529,93428.97307,23434.61942,33703.72608
23.128,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162573.6028,-150946.0018
23.132,7291.340207,-6171.204885,-177418.648,-177343.9932,10316.64882,94316.53849,23600.62583,33342.656
23.136,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162624.833,-150977.786
23.14,8824.71458,-7211.857404,-176027.0284,-175974.6582,9295.174097,93345.69047,23394.14041,33651.24418
23.144,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162568.1043,-150943.1408
23.148,7144.80217,-6250.128895,-177349.8046,-177309.5938,10303.77421,94315.24209,23534.79994,33250.61151
23.152,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162632.8796,-150984.5139
23.156,8885.667787,-7224.083808,-176116.5918,-176016.9925,9253.286928,93312.27461,23368.65942,33591.38621
23.16,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162566.8973,-150945.1078
23.164,7055.61871,-6360.12183,-177280.8495,-177259.4812,10322.79555,94319.42187,23492.24222,33195.40271
23.168,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162637.9535,-150990.8841
23.172,8899.458814,-7269.34609,-176231.748,-176093.726,9189.159773,93296.42723,23328.44863,33546.95094
23.176,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162561.287,-150942.1126
23.18,7039.123123,-6506.83868,-177110.2163,-177132.4116,10256.94731,94270.40449,23409.429,33137.17641
23.184,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162638.1099,-150993.0075
23.188,8829.676667,-7261.947663,-176357.8789,-176216.7947,9202.615524,93350.36199,23301.31362,33453.94533
23.192,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162560.5494,-150942.1797
23.196,7072.203704,-6724.812892,-176926.1944,-176976.3293,10163.82994,94201.00232,23339.71391,33042.65088
23.2,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162635.1819,-150993.7228
23.204,8682.803355,-7156.335671,-176574.4897,-176385.8856,9295.84465,93505.30428,23316.84808,33312.97288
23.208,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162568.3725,-150950.3604
23.212,7173.88179,-6880.403385,-176788.217,-176830.283,10066.80102,94138.77507,23305.29223,32961.84933
23.216,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162632.9914,-150996.025
23.22,8485.728024,-7126.674906,-176767.117,-176548.6063,9349.824113,93595.22535,23284.34864,33153.56024
23.224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162573.3793,-150953.132
23.228,7271.044823,-7129.647688,-176598.6519,-176644.7412,9890.937494,94019.17088,23219.81915,32888.13327
23.232,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162627.5823,-150993.9687
23.236,8216.791834,-7060.983129,-176964.4382,-176730.5495,9454.117352,93755.17443,23264.07561,33015.9629
23.24,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162584.4881,-150960.9998
23.244,7433.139674,-7277.862105,-176461.5239,-176476.2537,9801.284647,94005.22339,23177.75317,32825.0343
23.248,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162623.2684,-150996.0921
23.252,7947.609776,-6997.392416,-177143.7662,-176918.5948,9558.455295,93978.46836,23249.03288,32850.15766
23.256,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162595.7087,-150970.1864
23.26,7637.032287,-7483.051119,-176302.089,-176281.3465,9605.036331,93915.39173,23108.84274,32732.60984
23.264,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162613.4783,-150991.8452
23.268,7682.853363,-6853.849513,-177288.1585,-177087.3281,9754.591853,94198.20836,23263.51682,32645.75096
23.272,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162611.7572,-150983.508
23.276,7891.931581,-7576.190838,-176192.8783,-176140.7541,9503.000617,93836.31126,23101.46667,32648.67904
23.28,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162608.2704,-150992.9852
23.284,7452.988023,-6811.26944,-177376.9396,-177215.0907,9873.570189,94340.92424,23256.07368,32450.39671
23.288,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162619.9603,-150989.8559
23.292,8109.145833,-7688.530706,-176086.9981,-175968.5115,9394.259381,93754.79445,23051.51052,32526.75027
23.296,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162597.698,-150988.0231
23.3,7233.940927,-6720.409598,-177431.7238,-177298.6415,10084.86123,94530.24352,23264.70146,32281.77515
23.304,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162633.9525,-151002.1941
23.308,8304.589487,-7738.55391,-176085.8582,-175884.2454,9315.06715,93722.56323,23046.1908,32514.43446
23.312,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162592.0206,-150987.3973
23.316,7053.83057,-6714.061703,-177436.8647,-177345.6472,10192.73075,94643.94684,23254.97845,32191.54116
23.32,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162642.4462,-151010.956
23.324,8466.796096,-7807.084359,-176089.8368,-175818.2854,9199.62039,93663.1523,23008.14813,32479.99042
23.328,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162586.7233,-150985.6315
23.332,6927.297345,-6744.214206,-177386.5956,-177340.0593,10309.54096,94738.27121,23233.99016,32076.18381
23.336,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162649.6881,-151018.3768
23.34,8556.605405,-7849.12799,-176166.168,-175816.8326,9180.979035,93667.80146,22976.47571,32397.80306
23.344,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162582.4094,-150982.0328
23.348,6838.136236,-6834.202329,-177307.6045,-177298.1274,10367.47669,94804.63353,23184.07872,31923.49904
23.352,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162658.3383,-151028.2115
23.356,8593.150508,-7816.181519,-176321.4009,-175909.2347,9174.072346,93754.83915,22983.87414,32317.47089
23.36,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162584.3316,-150984.8492
23.364,6849.379164,-7078.506896,-177177.1821,-177213.5707,10269.71016,94748.30714,23109.96033,31809.79571
23.368,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162659.3664,-151033.2854
23.372,8537.092332,-7859.074516,-176475.0468,-176042.0488,9168.149134,93810.36089,22934.63325,32177.03488
23.376,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162589.8749,-150988.4925
23.38,6872.759089,-7231.638698,-177052.6158,-177096.0676,10225.4537,94721.37329,23056.22674,31707.35767
23.384,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162660.6852,-151036.9734
23.388,8436.308317,-7805.586792,-176644.1153,-176185.234,9198.72632,93849.27527,22900.90446,32079.62597
23.392,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162595.4628,-150989.2301
23.396,6964.602407,-7329.896966,-176896.6677,-176925.1885,10154.33045,94655.23447,22997.55341,31650.98657
23.4,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162659.8358,-151040.5273
23.404,8285.076414,-7747.13698,-176825.7456,-176348.737,9287.39569,93978.82598,22888.14162,31921.93442
23.408,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162604.0906,-150994.818
23.412,7111.632182,-7593.960475,-176691.6799,-176711.4612,9969.705042,94508.18235,22884.45358,31430.48661
23.416,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162655.6561,-151043.9248
23.42,8092.717301,-7653.86315,-177002.5703,-176574.3556,9385.653959,94191.48048,22852.73646,31589.65338
23.424,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162614.9535,-151003.1552
23.428,7325.627783,-7774.271998,-176566.3983,-176533.6307,9855.085296,94562.09476,22835.54796,31166.60192
23.432,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162654.8514,-151048.9093
23.436,7958.383317,-7566.758402,-177194.7282,-176772.4367,9508.610905,94482.16492,22886.08526,31260.18867
23.44,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162625.8165,-151009.8384
23.444,7610.187842,-8023.717466,-176411.5007,-176304.5923,9649.046916,94495.26304,22770.52674,30945.90079
23.448,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162645.4637,-151045.6682
23.452,7768.907579,-7573.530981,-177301.8601,-176949.4849,9579.130659,94674.03229,22873.97061,30941.31868
23.456,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162637.0147,-151018.7791
23.46,7820.003667,-8252.621681,-176266.2368,-176083.623,9442.203872,94382.38673,22699.09056,30755.73215
23.464,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162636.7688,-151044.7071
23.468,7504.799367,-7559.203513,-177394.2622,-177110.0151,9684.452079,94808.7239,22838.40899,30640.15128
23.472,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162645.5531,-151040.3262
23.476,7988.759338,-8380.205438,-176216.9512,-175929.5524,9229.079989,94274.40545,22629.86721,30618.15716
23.48,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162624.6318,-151063.4155
23.484,7257.745535,-7507.548631,-177461.2951,-177272.9593,9766.08065,94913.84416,22803.04853,30400.92056
23.488,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162654.5161,-151071.2163
23.492,8163.974662,-8543.440228,-176178.9085,-175822.3535,9056.055135,94127.28627,22554.02774,30446.47341
23.496,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162618.8651,-151081.4087
23.5,7044.08521,-7546.373611,-177498.0414,-177377.0961,9856.404049,95007.3415,22766.03404,30057.15073
23.504,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162666.139,-151102.5981
23.508,8287.71392,-8629.628555,-176246.9696,-175785.6295,8944.184654,94046.2612,22499.15421,30205.25339
23.512,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162615.4676,-151098.4407
23.516,6875.933036,-7601.06833,-177511.5418,-177425.0182,9849.966747,94986.86731,22681.63385,29714.83376
23.52,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162672.4422,-151128.2803
23.524,8338.407676,-8654.751915,-176311.7449,-175762.4955,8739.867358,93925.9194,22384.48976,29931.33276
23.528,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162613.0313,-151114.2211
23.532,6737.463979,-7627.890423,-177441.6926,-177408.8356,9865.456505,95008.92848,22623.04993,29334.1165
23.536,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162681.1594,-151157.0246
23.54,8341.492217,-8664.720793,-176417.8263,-175830.4895,8683.742128,93903.90294,22342.51318,29609.64645
23.544,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162614.35,-151130.0237
23.548,6673.761508,-7736.877529,-177339.9475,-177357.6948,9852.716011,94981.30172,22560.04036,28985.87632
23.552,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162689.2507,-151183.8467
23.556,8305.707074,-8632.243709,-176584.9056,-175973.5183,8690.849983,93925.15945,22322.57543,29290.21767
23.56,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162619.4239,-151147.8828
23.564,6674.05208,-7871.16681,-177229.1499,-177262.4093,9817.735531,94936.7994,22504.00454,28634.70806
23.568,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162692.7376,-151206.2879
23.572,8204.788948,-8635.037677,-176739.5573,-176103.1808,8652.986127,93935.91063,22274.85445,28945.2185
23.576,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162623.8048,-151161.0927
23.58,6704.830433,-8096.450042,-177059.4778,-177081.2484,9667.17418,94794.79877,22394.27983,28287.60782
23.584,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162692.1118,-151223.0964
23.588,8036.793236,-8556.940682,-176916.2478,-176309.6885,8715.436902,94037.47696,22274.51918,28606.9472
23.592,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162633.8184,-151177.9012
23.596,6805.323876,-8306.04235,-176885.3577,-176899.6405,9539.456313,94650.78648,22327.67163,28033.26732
23.6,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162688.9825,-151236.731
23.604,7837.147455,-8492.031216,-177063.3894,-176526.2546,8786.470745,94114.07639,22257.24128,28302.76231
23.608,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162641.3286,-151192.318
23.612,6937.668555,-8484.856306,-176709.226,-176692.0822,9390.213715,94503.1085,22268.57361,27836.77314
23.616,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162684.311,-151250.2538
23.62,7601.694179,-8392.923581,-177234.0896,-176737.7915,8898.587096,94228.33851,22260.12465,28021.26444
23.624,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162653.8232,-151212.1217
23.628,7093.102585,-8635.060028,-176563.6491,-176465.5473,9186.879896,94285.08959,22158.64773,27616.56375
23.632,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162676.5102,-151258.7027
23.636,7338.412981,-8282.505963,-177380.7841,-176948.792,9070.606121,94301.09344,22205.92167,27661.3343
23.64,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162664.3732,-151229.9807
23.644,7254.303366,-8869.976863,-176447.2635,-176254.2339,9034.016315,94069.68583,22053.39337,27408.13373
23.648,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162669.76,-151267.7105
23.652,7062.257178,-8264.378698,-177493.0122,-177142.8945,9208.516384,94377.42464,22177.53496,27360.39041
23.656,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162675.9738,-151248.7562
23.66,7407.189299,-9080.306778,-176355.8896,-176068.5132,8873.374328,93881.79706,21965.46161,27245.36833
23.664,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162663.7474,-151276.1147
23.668,6809.414245,-8260.802419,-177577.5689,-177310.3538,9319.738665,94471.61489,22154.55737,27089.86724
23.672,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162689.8766,-151271.2644
23.676,7578.113088,-9294.43649,-176304.3241,-175919.7177,8642.033773,93679.53613,21875.78641,27091.2754
23.68,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162654.0467,-151278.9534
23.684,6584.153364,-8335.725467,-177578.2395,-177422.1796,9362.497552,94486.92584,22073.19702,26764.91758
23.688,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162694.6822,-151286.0166
23.692,7687.413119,-9411.850203,-176306.2911,-175840.0113,8485.951541,93572.65008,21801.24334,26929.60524
23.696,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162650.2916,-151287.6482
23.7,6399.237382,-8381.792412,-177569.2988,-177485.1444,9443.343811,94529.05888,22025.36428,26491.5334
23.704,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162707.2215,-151310.2906
23.708,7777.557704,-9495.915114,-176376.1403,-175821.3253,8402.534831,93470.3238,21737.3397,26738.02844
23.712,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162648.3917,-151294.2867
23.716,6273.330006,-8481.123564,-177530.4291,-177510.3349,9467.662509,94505.20957,21972.97179,26209.43203
23.72,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162716.3634,-151329.5801
23.724,7798.970675,-9571.352252,-176457.1654,-175841.3524,8291.848992,93357.13456,21668.94337,26559.14742
23.728,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162649.1741,-151301.6404
23.732,6172.970673,-8619.145586,-177417.7092,-177435.4789,9447.478884,94423.15631,21890.49386,25991.54723
23.736,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162722.8231,-151348.6685
23.74,7759.05046,-9604.76811,-176563.7608,-175905.6808,8217.216518,93306.3514,21623.14464,26409.79307
23.744,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162652.0351,-151310.5588
23.748,6132.491664,-8770.466896,-177274.3898,-177341.6462,9400.093186,94345.03697,21821.874,25811.99566
23.752,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-162725.0359,-151364.1583
23.756,7670.291683,-9548.285252,-176737.8809,-176059.4384,8239.4118,93346.83041,21605.9338,26240.16568
