Fs=1000
t,x
0.854,494
0.855,484
0.856,479
0.857,482
0.858,484
0.859,489
0.860,495
0.861,501
0.862,503
0.863,505
0.864,508
0.865,506
0.866,500
0.867,494
0.868,489
0.869,476
0.870,463
0.871,454
0.872,446
0.873,444
0.874,448
0.875,450
0.876,456
0.877,464
0.878,471
0.879,475
0.880,480
0.881,484
0.882,484
0.883,477
0.884,472
0.885,467
0.886,455
0.887,444
0.888,436
0.889,430
0.890,432
0.891,437
0.892,443
0.893,451
0.894,461
0.895,466
0.896,467
0.897,471
0.898,473
0.899,473
0.900,471
0.901,467
0.902,458
0.903,445
0.904,435
0.905,428
0.906,425
0.907,428
0.908,434
0.909,442
0.910,450
0.911,460
0.912,468
0.913,473
0.914,476
0.915,475
0.916,473
0.917,469
0.918,467
0.919,458
0.920,450
0.921,446
0.922,440
0.923,440
0.924,444
0.925,447
0.926,452
0.927,460
0.928,465
0.929,468
0.930,472
0.931,476
0.932,476
0.933,471
0.934,470
0.935,465
0.936,455
0.937,449
0.938,444
0.939,440
0.940,442
0.941,447
0.942,452
0.943,459
0.944,469
0.945,475
0.946,479
0.947,484
0.948,485
0.949,481
0.950,476
0.951,475
0.952,467
0.953,458
0.954,453
0.955,447
0.956,446
0.957,452
0.958,456
0.959,463
0.960,472
0.961,482
0.962,488
0.963,492
0.964,497
0.965,499
0.966,495
0.967,491
0.968,487
0.969,475
0.970,465
0.971,459
0.972,454
0.973,455
0.974,461
0.975,465
0.976,474
0.977,483
0.978,490
0.979,494
0.980,499
0.981,504
0.982,505
0.983,500
0.984,497
0.985,491
0.986,480
0.987,472
0.988,465
0.989,463
0.990,468
0.991,474
0.992,480
0.993,487
0.994,498
0.995,504
0.996,508
0.997,514
0.998,516
0.999,513
1.000,511
1.001,508
1.002,499
1.003,487
1.004,479
1.005,470
1.006,468
1.007,472
1.008,479
1.009,486
1.010,494
1.011,502
1.012,506
1.013,511
1.014,515
1.015,516
1.016,513
1.017,510
1.018,505
1.019,495
1.020,486
1.021,479
1.022,472
1.023,473
1.024,479
1.025,484
1.026,492
1.027,500
1.028,507
1.029,511
1.030,515
1.031,519
1.032,518
1.033,512
1.034,508
1.035,500
1.036,488
1.037,481
1.038,475
1.039,474
1.040,478
1.041,483
1.042,490
1.043,498
1.044,506
1.045,512
1.046,515
1.047,521
1.048,524
1.049,523
1.050,520
1.051,518
1.052,508
1.053,498
1.054,490
1.055,480
1.056,478
1.057,482
1.058,486
1.059,493
1.060,502
1.061,510
1.062,515
1.063,521
1.064,525
1.065,523
1.066,518
1.067,517
1.068,513
1.069,502
1.070,493
1.071,487
1.072,481
1.073,483
1.074,490
1.075,495
1.076,502
1.077,511
1.078,515
1.079,515
1.080,517
1.081,519
1.082,518
1.083,515
1.084,514
1.085,508
1.086,498
1.087,491
1.088,485
1.089,483
1.090,486
1.091,490
1.092,497
1.093,507
1.094,515
1.095,518
1.096,522
1.097,525
1.098,526
1.099,522
1.100,520
1.101,518
1.102,506
1.103,495
1.104,486
1.105,479
1.106,479
1.107,484
1.108,488
1.109,496
1.110,506
1.111,514
1.112,518
1.113,521
1.114,523
1.115,524
1.116,521
1.117,520
1.118,514
1.119,504
1.120,496
1.121,491
1.122,486
1.123,489
1.124,496
1.125,503
1.126,509
1.127,516
1.128,520
1.129,522
1.130,526
1.131,527
1.132,523
1.133,516
1.134,512
1.135,505
1.136,495
1.137,490
1.138,484
1.139,483
1.140,488
1.141,494
1.142,500
1.143,507
1.144,512
1.145,514
1.146,519
1.147,523
1.148,523
1.149,519
1.150,516
1.151,514
1.152,504
1.153,495
1.154,491
1.155,485
1.156,485
1.157,491
1.158,498
1.159,507
1.160,515
1.161,521
1.162,524
1.163,528
1.164,528
1.165,526
1.166,521
1.167,518
1.168,513
1.169,505
1.170,498
1.171,492
1.172,488
1.173,491
1.174,498
1.175,502
1.176,508
1.177,515
1.178,519
1.179,523
1.180,527
1.181,529
1.182,526
1.183,523
1.184,520
1.185,512
1.186,503
1.187,495
1.188,487
1.189,487
1.190,492
1.191,496
1.192,501
1.193,508
1.194,516
1.195,519
1.196,522
1.197,525
1.198,526
1.199,523
1.200,520
1.201,517
1.202,508
1.203,503
1.204,496
1.205,489
1.206,488
1.207,493
1.208,499
1.209,507
1.210,518
1.211,524
1.212,526
1.213,531
1.214,533
1.215,532
1.216,526
1.217,522
1.218,514
1.219,504
1.220,497
1.221,492
1.222,491
1.223,493
1.224,495
1.225,499
1.226,504
1.227,511
1.228,517
1.229,524
1.230,531
1.231,536
1.232,536
1.233,532
1.234,528
1.235,517
1.236,507
1.237,500
1.238,492
1.239,492
1.240,496
1.241,500
1.242,507
1.243,515
1.244,521
1.245,525
1.246,530
1.247,532
1.248,531
1.249,527
1.250,525
1.251,521
1.252,511
1.253,503
1.254,497
1.255,491
1.256,493
1.257,496
1.258,499
1.259,505
1.260,515
1.261,521
1.262,524
1.263,528
1.264,527
1.265,524
1.266,517
1.267,516
1.268,509
1.269,499
1.270,492
1.271,487
1.272,485
1.273,489
1.274,495
1.275,502
1.276,511
1.277,521
1.278,529
1.279,533
1.280,535
1.281,534
1.282,528
1.283,524
1.284,521
1.285,510
1.286,499
1.287,491
1.288,484
1.289,485
1.290,490
1.291,496
1.292,503
1.293,512
1.294,520
1.295,526
1.296,532
1.297,536
1.298,536
1.299,532
1.300,531
