Fs=100
t,x
12.08,502
12.09,504
12.1,507
12.11,506
12.12,509
12.13,508
12.14,511
12.15,512
12.16,511
12.17,514
12.18,512
12.19,514
12.2,517
12.21,518
12.22,517
12.23,511
12.24,507
12.25,506
12.26,496
12.27,489
12.28,487
12.29,488
12.3,492
12.31,491
12.32,495
12.33,495
12.34,497
12.35,499
12.36,499
12.37,500
12.38,499
12.39,500
12.4,503
12.41,502
12.42,503
12.43,502
12.44,502
12.45,505
12.46,504
12.47,504
12.48,503
12.49,504
12.5,505
12.51,505
12.52,507
12.53,506
12.54,505
12.55,507
12.56,506
12.57,508
12.58,507
12.59,508
12.6,508
12.61,505
12.62,507
12.63,505
12.64,508
12.65,509
12.66,508
12.67,507
12.68,506
12.69,507
12.7,507
12.71,507
12.72,509
12.73,507
12.74,508
12.75,509
12.76,507
12.77,510
12.78,511
12.79,514
12.8,517
12.81,513
12.82,513
12.83,510
12.84,505
12.85,502
12.86,502
12.87,504
12.88,500
12.89,502
12.9,504
12.91,502
12.92,503
12.93,501
12.94,491
12.95,513
12.96,558
12.97,590
12.98,543
12.99,484
13,463
13.01,487
13.02,493
13.03,493
13.04,497
13.05,500
13.06,499
13.07,504
13.08,502
13.09,506
13.1,507
13.11,507
13.12,510
13.13,508
13.14,511
13.15,512
13.16,513
13.17,514
13.18,512
13.19,515
13.2,518
13.21,519
13.22,518
13.23,510
13.24,507
13.25,502
13.26,491
13.27,490
13.28,485
13.29,489
13.3,492
13.31,492
13.32,495
13.33,494
13.34,497
13.35,497
13.36,499
13.37,500
13.38,499
13.39,501
13.4,502
13.41,503
13.42,504
13.43,502
13.44,504
13.45,504
13.46,505
13.47,506
13.48,504
13.49,505
13.5,506
13.51,506
13.52,507
13.53,504
13.54,505
13.55,506
13.56,507
13.57,507
13.58,506
13.59,507
13.6,508
13.61,507
13.62,508
13.63,507
13.64,508
13.65,510
13.66,508
13.67,508
13.68,507
13.69,506
13.7,507
13.71,506
13.72,508
13.73,506
13.74,507
13.75,508
13.76,507
13.77,510
13.78,512
13.79,516
13.8,516
13.81,516
13.82,514
13.83,506
13.84,503
13.85,501
13.86,500
13.87,502
13.88,500
13.89,503
13.9,503
13.91,502
13.92,505
13.93,499
13.94,490
13.95,531
13.96,575
13.97,579
13.98,518
13.99,462
14,473
14.01,491
14.02,495
14.03,494
14.04,496
14.05,498
14.06,501
14.07,503
14.08,502
14.09,505
14.1,507
14.11,508
14.12,511
14.13,509
14.14,511
14.15,512
14.16,514
14.17,515
14.18,514
14.19,518
14.2,518
14.21,518
14.22,515
14.23,509
14.24,508
14.25,500
14.26,492
14.27,489
14.28,487
14.29,491
14.3,492
14.31,494
14.32,496
14.33,494
14.34,497
14.35,497
14.36,499
14.37,503
14.38,499
14.39,502
14.4,502
14.41,503
14.42,503
14.43,501
14.44,504
14.45,504
14.46,503
14.47,505
14.48,504
14.49,505
14.5,505
14.51,507
14.52,507
14.53,505
14.54,507
14.55,507
14.56,506
14.57,508
14.58,506
14.59,507
14.6,507
14.61,507
14.62,509
14.63,505
14.64,508
14.65,507
14.66,508
14.67,507
14.68,506
14.69,508
14.7,506
14.71,505
14.72,507
14.73,505
14.74,507
14.75,507
14.76,507
14.77,513
14.78,514
14.79,517
14.8,514
14.81,513
14.82,512
14.83,505
14.84,502
14.85,503
14.86,502
14.87,504
14.88,501
14.89,503
14.9,503
14.91,502
14.92,503
14.93,493
14.94,505
14.95,549
14.96,587
14.97,558
14.98,494
14.99,457
15,485
15.01,492
15.02,495
15.03,494
15.04,496
15.05,497
15.06,500
15.07,504
15.08,503
15.09,507
15.1,506
15.11,508
15.12,511
15.13,509
15.14,511
15.15,511
15.16,512
15.17,514
15.18,513
15.19,518
15.2,519
15.21,517
15.22,513
15.23,507
15.24,504
15.25,495
15.26,489
15.27,490
15.28,490
15.29,492
15.3,493
15.31,495
15.32,496
15.33,495
15.34,498
15.35,497
15.36,499
15.37,502
15.38,499
15.39,500
15.4,503
15.41,504
15.42,506
15.43,504
15.44,504
15.45,504
15.46,505
15.47,507
15.48,505
15.49,508
15.5,506
15.51,507
15.52,508
15.53,505
15.54,507
15.55,506
15.56,507
15.57,508
15.58,507
15.59,508
15.6,505
15.61,507
15.62,508
15.63,506
15.64,508
15.65,506
15.66,508
15.67,509
15.68,504
15.69,505
15.7,505
15.71,508
15.72,509
15.73,506
15.74,509
15.75,505
15.76,509
15.77,514
15.78,514
15.79,516
15.8,514
15.81,512
15.82,512
15.83,504
15.84,501
15.85,501
15.86,502
15.87,502
15.88,501
15.89,502
15.9,502
15.91,504
15.92,503
15.93,489
15.94,522
15.95,568
15.96,587
15.97,535
15.98,473
15.99,470
16,488
16.01,493
16.02,496
16.03,493
16.04,496
16.05,497
16.06,500
16.07,505
16.08,503
16.09,506
16.1,507
16.11,508
16.12,511
16.13,509
16.14,512
16.15,511
16.16,514
16.17,514
16.18,516
16.19,519
16.2,518
16.21,513
16.22,511
16.23,505
16.24,501
16.25,491
16.26,488
16.27,490
16.28,488
16.29,492
16.3,493
16.31,494
16.32,498
16.33,496
16.34,497
16.35,499
16.36,499
16.37,502
16.38,500
16.39,503
16.4,503
16.41,503
16.42,505
16.43,504
16.44,505
16.45,504
16.46,505
16.47,507
16.48,505
16.49,506
16.5,505
16.51,504
16.52,507
16.53,505
16.54,506
16.55,505
16.56,507
16.57,508
16.58,507
16.59,507
16.6,506
16.61,507
16.62,509
16.63,507
16.64,508
16.65,507
16.66,508
16.67,509
16.68,506
16.69,508
16.7,506
16.71,507
16.72,509
16.73,508
16.74,509
16.75,505
16.76,509
16.77,514
16.78,515
16.79,515
16.8,514
16.81,512
16.82,508
16.83,501
16.84,502
16.85,501
16.86,502
16.87,503
16.88,503
16.89,505
16.9,504
16.91,505
16.92,499
16.93,497
16.94,540
16.95,582
16.96,567
16.97,509
16.98,457
16.99,480
17,491
17.01,494
17.02,496
17.03,497
17.04,499
17.05,499
17.06,502
17.07,504
17.08,505
17.09,508
17.1,509
17.11,510
17.12,511
17.13,510
17.14,513
17.15,511
17.16,512
17.17,515
17.18,516
17.19,518
17.2,516
17.21,513
17.22,509
17.23,505
